onglet,ligne,libelle,categorie_proposee,nature_proposee,premiere_formule_cellule,formule_observee,onglets_references,erreurs_litterales,nombre_formules,statut
CPC SAZ Local,67,Résultat Technique Réassurance,IDENTITÉ COMPTABLE,Calcul,C67,=+C55+C63+C65,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,68,(sans libellé),À QUALIFIER,En-tête ou autre,L68,=+(H68-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,69,Ratios,TAUX × BASE,Ratio,L69,=+(H69-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,70,Taux de cessions primes,TAUX × BASE,Ratio,C70,=-C53/C5,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,71,Taux de récupération des sinistres,TAUX × BASE,Ratio,C71,=+ABS(C63/C15),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,72,(sans libellé),À QUALIFIER,En-tête ou autre,L72,=+(H72-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,73,NET,IDENTITÉ COMPTABLE,Calcul,L73,=+(H73-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,74,Primes émises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C74,=+C5+C53,,,89,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,75,Variations primes non acquises,IDENTITÉ COMPTABLE,Calcul,C75,=+C6+C54,,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,76,(sans libellé),À QUALIFIER,En-tête ou autre,C76,=SUM(C74:C75),,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,77,(sans libellé),À QUALIFIER,En-tête ou autre,K77,=+E77-D77,,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,78,Sinistres réglées de l'exercice,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C78,=+C9+C57,,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,79,Provisions pour sinistres de l'exercice,VARIABLE ACTUARIELLE,Stock ou mouvement,C79,=+C10+C58,,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,80,Charges de sinistres de l'exercice,IDENTITÉ COMPTABLE,Calcul,C80,=SUM(C78:C79),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,81,Sinistres réglés sur exercices antérieurs,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C81,=+C12+C60,,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,82,Variation de provision pour sinistres sur exercices antérieurs,IDENTITÉ COMPTABLE,Calcul,C82,=+C13+C61,,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,83,Charges de sinistres de l'exercice antérieur,IDENTITÉ COMPTABLE,Calcul,C83,=SUM(C81:C82),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,84,Charges de sinistres globales,IDENTITÉ COMPTABLE,Calcul,C84,=+C80+C83,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,85,(sans libellé),À QUALIFIER,En-tête ou autre,K85,=+E85-D85,,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,86,Commissions,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C86,=+C19+C65,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,87,(sans libellé),À QUALIFIER,En-tête ou autre,K87,=+E87-D87,,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,88,Masse Salariale,À QUALIFIER,En-tête ou autre,C88,=+C21,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,89,Charges Externes,À QUALIFIER,En-tête ou autre,C89,=+C22,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,90,Frais Marketing,À QUALIFIER,En-tête ou autre,C90,=+C23,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,91,Frais de gestion,À QUALIFIER,En-tête ou autre,C91,=+C24,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,92,Frais informatique,À QUALIFIER,En-tête ou autre,C92,=+C25,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,93,Char. Immeuble,À QUALIFIER,En-tête ou autre,C93,=+C26,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,94,Frais de conseil,À QUALIFIER,En-tête ou autre,C94,=+C27,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,95,Frais de contrôle,À QUALIFIER,En-tête ou autre,C95,=+C28,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,96,Assis tech,À QUALIFIER,En-tête ou autre,C96,=+C29,,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,97,Dotations / reprises aux amortissements et provisions,VARIABLE ACTUARIELLE,Stock ou mouvement,C97,=+C30,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,98,frs ets,À QUALIFIER,En-tête ou autre,C98,=+C31,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,99,c a r,À QUALIFIER,En-tête ou autre,C99,=+C32,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,100,log,À QUALIFIER,En-tête ou autre,C100,=+C33,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,101,imbl,À QUALIFIER,En-tête ou autre,C101,=+C34,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,102,mat transp,À QUALIFIER,En-tête ou autre,C102,=+C35,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,103,aut mat,À QUALIFIER,En-tête ou autre,C103,=+C36,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,104,mat inf,À QUALIFIER,En-tête ou autre,C104,=+C37,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,105,Dotations sur créances intermédiaires,À QUALIFIER,En-tête ou autre,C105,=+C38,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,106,Impôts et Taxes,À QUALIFIER,En-tête ou autre,C106,=+C39,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,107,Autres Charges,À QUALIFIER,En-tête ou autre,C107,=+C40,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,108,Frais généraux,À QUALIFIER,En-tête ou autre,C108,=SUM(D108:I108),,,90,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,109,(sans libellé),À QUALIFIER,En-tête ou autre,K109,=+E109-D109,,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,110,Résultat technique net,IDENTITÉ COMPTABLE,Calcul,C110,=+C76+C84+C86+C108,,,89,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,111,(sans libellé),À QUALIFIER,En-tête ou autre,L111,=+(H111-#REF!),REF,,3,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,112,Ratios Nets,TAUX × BASE,Ratio,C112,=-ABS(C83/C76),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,113,S/P de l'exercice,TAUX × BASE,Ratio,C113,=-C80/C76,,,98,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,114,S/P global,TAUX × BASE,Ratio,C114,=-C84/C76,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,115,taux commissions,TAUX × BASE,Ratio,C115,=-C86/C76,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,116,taux Frais généraux,TAUX × BASE,Ratio,C116,=-C108/C76,,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,117,Ratio combiné,TAUX × BASE,Ratio,C117,=SUM(C114:C116),,,86,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,118,(sans libellé),À QUALIFIER,En-tête ou autre,L118,=+(H118-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,119,(sans libellé),À QUALIFIER,En-tête ou autre,D119,='Direct Local'!E12/'Direct Local'!K12,Direct Local,,74,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,120,Produits Financiers,À QUALIFIER,En-tête ou autre,C120,=SUM(C121:C125),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,121,REV IMB,À QUALIFIER,En-tête ou autre,C121,=SUM(D121:I121),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,122,prdt cession immo,À QUALIFIER,En-tête ou autre,C122,=SUM(D122:I122),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,123,revenu actions,À QUALIFIER,En-tête ou autre,C123,=SUM(D123:I123),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,124,revenu obligation,À QUALIFIER,En-tête ou autre,C124,=SUM(D124:I124),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,125,TRESO & EQUIV,À QUALIFIER,En-tête ou autre,C125,=SUM(D125:I125),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,126,frais de gestion des placement,À QUALIFIER,En-tête ou autre,C126,=SUM(D126:I126),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,127,vnc des actifs cedées,À QUALIFIER,En-tête ou autre,C127,=SUM(D127:I127),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,128,dot déprec autres placmt fin,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,C128,=SUM(D128:I128),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,129,amort imble placement,À QUALIFIER,En-tête ou autre,C129,=SUM(D129:I129),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,130,Charges financières,À QUALIFIER,En-tête ou autre,C130,=SUM(C126:C129),,,85,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,131,Résultat financier net,IDENTITÉ COMPTABLE,Calcul,C131,=C120-C130,,,89,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,132,(sans libellé),À QUALIFIER,En-tête ou autre,L132,=+(H132-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,133,Autres produits opératinnelles,À QUALIFIER,En-tête ou autre,C133,=SUM(D133:I133),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,134,Autres  charges opérationnels,TAUX × BASE,Ratio,C134,=SUM(D134:I134),,,14,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,135,Provision fiscale,VARIABLE ACTUARIELLE,Stock ou mouvement,C135,=SUM(D135:I135),,,12,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,136,charges HE,À QUALIFIER,En-tête ou autre,L136,=+(H136-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,137,Produit HE,À QUALIFIER,En-tête ou autre,L137,=+(H137-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,138,Résultat non technique net,IDENTITÉ COMPTABLE,Calcul,C138,=SUM(D138:I138),,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,139,Impôt sur les sociétés,À QUALIFIER,En-tête ou autre,C139,=SUM(D139:I139),,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,140,(sans libellé),À QUALIFIER,En-tête ou autre,L140,=+(H140-#REF!),REF,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,141,Résultat Net Après Impôt,IDENTITÉ COMPTABLE,Calcul,C141,=+C110+C131+C138+C139,,,88,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,142,(sans libellé),À QUALIFIER,En-tête ou autre,D142,=+D143/$C$143,,,72,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,143,RESULTAT D'EXPLOITATION,À QUALIFIER,En-tête ou autre,C143,=SUM(D143:I143),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,144,"2,2% CHIFFRS D'AFFAIRES",À QUALIFIER,En-tête ou autre,C144,=SUM(D144:I144),,,95,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,145,33% RESULTAT AVANT IMPOT,À QUALIFIER,En-tête ou autre,C145,=SUM(D145:I145),,,84,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,149,(sans libellé),À QUALIFIER,En-tête ou autre,L149,=916-274,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,150,(sans libellé),À QUALIFIER,En-tête ou autre,L150,=888+100+68+141,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,151,(sans libellé),À QUALIFIER,En-tête ou autre,L151,=196+80+72+50+33+100+265+93,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,152,(sans libellé),À QUALIFIER,En-tête ou autre,L152,=+L150-L151,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,155,(sans libellé),À QUALIFIER,En-tête ou autre,L155,=+(1364-1236)/1236,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,156,(sans libellé),À QUALIFIER,En-tête ou autre,P156,=820+179,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,157,(sans libellé),À QUALIFIER,En-tête ou autre,N157,=35-17,,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,159,(sans libellé),À QUALIFIER,En-tête ou autre,L159,=+(143-197)/197,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,162,(sans libellé),À QUALIFIER,En-tête ou autre,N162,=858954-736341,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,163,(sans libellé),À QUALIFIER,En-tête ou autre,N163,=+N162/736341,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,164,(sans libellé),À QUALIFIER,En-tête ou autre,P164,=655/1.1925,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,167,(sans libellé),À QUALIFIER,En-tête ou autre,N167,=966-170+251-597+352,,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,169,(sans libellé),À QUALIFIER,En-tête ou autre,L169,=80-56,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,170,(sans libellé),À QUALIFIER,En-tête ou autre,L170,=789-116+251-587+352,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,173,(sans libellé),À QUALIFIER,En-tête ou autre,L173,=515+242-363,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,190,(sans libellé),À QUALIFIER,En-tête ou autre,L190,=3.17*3,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,198,(sans libellé),À QUALIFIER,En-tête ou autre,L198,=25-13,,,1,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,206,(sans libellé),À QUALIFIER,En-tête ou autre,L206,=265*6/12,,,2,À valider métier ; formule non reprise automatiquement
CPC SAZ Local,207,(sans libellé),À QUALIFIER,En-tête ou autre,L207,=-221*6/12,,,2,À valider métier ; formule non reprise automatiquement
Direct,2,(sans libellé),À QUALIFIER,En-tête ou autre,D2,=SUM(D46:H46),,,1,À valider métier ; formule non reprise automatiquement
Direct,3,(sans libellé),À QUALIFIER,En-tête ou autre,D3,=D67+H67,,,2,À valider métier ; formule non reprise automatiquement
Direct,4,Local GAAP,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,5,F CFA,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,7,Primes Emises,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B7,='Direct Local'!B7,Direct Local,,132,À valider métier ; formule non reprise automatiquement
Direct,8,PAP Ouverture,FIXE,Stock,B8,='Direct Local'!B8,Direct Local,,129,À valider métier ; formule non reprise automatiquement
Direct,9,PAP Clôture,PROJECTION TEMPORELLE,Stock,B9,='Direct Local'!B9,Direct Local,,120,À valider métier ; formule non reprise automatiquement
Direct,10,PANE Ouverture,FIXE,Stock,B10,='Direct Local'!B10,Direct Local,,132,À valider métier ; formule non reprise automatiquement
Direct,11,PANE Clôture,PROJECTION TEMPORELLE,Stock,B11,='Direct Local'!B11,Direct Local,,132,À valider métier ; formule non reprise automatiquement
Direct,12,Chiffre d'Affaire,IDENTITÉ COMPTABLE,Calcul,B12,=B7-B8+B9-B10+B11,,,122,À valider métier ; formule non reprise automatiquement
Direct,14,Sinistres payés Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B14,='Hyp 2027'!B374,Hyp 2027,,132,À valider métier ; formule non reprise automatiquement
Direct,15,Sinistres payés Ant.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B15,='Direct Local'!B15,Direct Local,,132,À valider métier ; formule non reprise automatiquement
Direct,16,Sinistres Payés net des recours,IDENTITÉ COMPTABLE,Calcul,B16,=B14+B15,,,120,À valider métier ; formule non reprise automatiquement
Direct,18,Commisions,À QUALIFIER,En-tête ou autre,B18,='Direct Local'!B18,Direct Local,,132,À valider métier ; formule non reprise automatiquement
Direct,20,REC Ouverture,FIXE,Stock,B20,='Direct Local'!B20,Direct Local,,120,À valider métier ; formule non reprise automatiquement
Direct,21,REC Clôture,PROJECTION TEMPORELLE,Stock,B21,='Direct Local'!B21,Direct Local,,134,À valider métier ; formule non reprise automatiquement
Direct,22,Variation de REC CIMA 72%,IDENTITÉ COMPTABLE,Calcul,B22,=B21-B20,,,120,À valider métier ; formule non reprise automatiquement
Direct,24,REC Ouverture,FIXE,Stock,B24,=B20/0.72,,,120,À valider métier ; formule non reprise automatiquement
Direct,25,REC Clôture,PROJECTION TEMPORELLE,Stock,B25,=B21/0.72,,,132,À valider métier ; formule non reprise automatiquement
Direct,26,Variation de REC prorata,IDENTITÉ COMPTABLE,Calcul,B26,=B25-B24,,,120,À valider métier ; formule non reprise automatiquement
Direct,28,DAC Ouv,FIXE,Stock,B28,=B24*B109,,,132,À valider métier ; formule non reprise automatiquement
Direct,29,DAC Clo,PROJECTION TEMPORELLE,Stock,B29,=B25*B109,,,132,À valider métier ; formule non reprise automatiquement
Direct,30,Var DAC,IDENTITÉ COMPTABLE,Calcul,B30,=B28-B29,,,120,À valider métier ; formule non reprise automatiquement
Direct,32,REC Ouverture,FIXE,Stock,B32,=B24-B20,,,120,À valider métier ; formule non reprise automatiquement
Direct,33,REC Clôture,PROJECTION TEMPORELLE,Stock,B33,=B25-B21,,,120,À valider métier ; formule non reprise automatiquement
Direct,34,Variation des FAR 28%,IDENTITÉ COMPTABLE,Calcul,B34,=B33-B32,,,120,À valider métier ; formule non reprise automatiquement
Direct,36,IBNR Ouverture,FIXE,Stock,B36,='Direct Local'!B36*'Hyp 2027'!B390,"Direct Local, Hyp 2027",,120,À valider métier ; formule non reprise automatiquement
Direct,37,IBNR Clôture Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,B37,=B36,,,131,À valider métier ; formule non reprise automatiquement
Direct,38,IBNR Clôture Per. Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,B38,=B36-B37,,,120,À valider métier ; formule non reprise automatiquement
Direct,39,Variation de IBNR CIMA,IDENTITÉ COMPTABLE,Calcul,B39,=B37-B36+B38,,,132,À valider métier ; formule non reprise automatiquement
Direct,41,IBNR BE Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,C41,=1078-923,,,36,À valider métier ; formule non reprise automatiquement
Direct,42,IBNR BE Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,J42,=SUM(D42:I42),,,24,À valider métier ; formule non reprise automatiquement
Direct,43,Variation de IBNR BE,IDENTITÉ COMPTABLE,Calcul,B43,=B42-B41,,,120,À valider métier ; formule non reprise automatiquement
Direct,45,SAP hors chargement Per.,VARIABLE ACTUARIELLE,Stock ou mouvement,B45,='Direct Local'!B45,Direct Local,,120,À valider métier ; formule non reprise automatiquement
Direct,46,SAP hors chargement Ant.,VARIABLE ACTUARIELLE,Stock ou mouvement,B46,='Direct Local'!B46,Direct Local,,120,À valider métier ; formule non reprise automatiquement
Direct,47,Recours Per.,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B47,='Direct Local'!B47,Direct Local,,57,À valider métier ; formule non reprise automatiquement
Direct,48,Recours Per.Anté,PROJECTION TEMPORELLE,Flux ou stock selon la ligne,B48,='Direct Local'!B48,Direct Local,,120,À valider métier ; formule non reprise automatiquement
Direct,49,SAP net de recours hors chargement,IDENTITÉ COMPTABLE,Calcul,B49,=(B46-B47*0)+(B45-B48*0),,,120,À valider métier ; formule non reprise automatiquement
Direct,51,Chargement de Gestion IBNR et SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,J51,=J46-J48,,,24,À valider métier ; formule non reprise automatiquement
Direct,52,IBNR exercice courant,VARIABLE ACTUARIELLE,Stock ou mouvement,B52,=B41*$L$52,,,120,À valider métier ; formule non reprise automatiquement
Direct,53,IBNR exercices antérieurs,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,54,SAP exercice courant,VARIABLE ACTUARIELLE,Stock ou mouvement,B54,=B45*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,55,SAP exercices antérieurs,VARIABLE ACTUARIELLE,Stock ou mouvement,B55,=B46*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,57,IBNR BE,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,58,Ouverture,FIXE,Stock,J58,=SUM(D58:I58),,,24,À valider métier ; formule non reprise automatiquement
Direct,59,Clôture Per.,PROJECTION TEMPORELLE,Stock,B59,=B41,,,120,À valider métier ; formule non reprise automatiquement
Direct,60,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B60,=B42,,,120,À valider métier ; formule non reprise automatiquement
Direct,61,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B61,=B59,,,120,À valider métier ; formule non reprise automatiquement
Direct,62,Variation Ant.,IDENTITÉ COMPTABLE,Calcul,B62,=B60-B58,,,120,À valider métier ; formule non reprise automatiquement
Direct,64,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,L64,=0.05*K49,,,1,À valider métier ; formule non reprise automatiquement
Direct,65,Ouverture,FIXE,Stock,B65,='Direct Local'!B46,Direct Local,,120,À valider métier ; formule non reprise automatiquement
Direct,66,Clôture Per.,PROJECTION TEMPORELLE,Stock,B66,=B45-B47*0,,,120,À valider métier ; formule non reprise automatiquement
Direct,67,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B67,=B46-B48*0,,,120,À valider métier ; formule non reprise automatiquement
Direct,68,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B68,=B66,,,120,À valider métier ; formule non reprise automatiquement
Direct,69,Variation Ant.,IDENTITÉ COMPTABLE,Calcul,B69,=B67-B65,,,120,À valider métier ; formule non reprise automatiquement
Direct,71,SAP hors chargement,VARIABLE ACTUARIELLE,Stock ou mouvement,M71,=E66-4540372162,,,12,À valider métier ; formule non reprise automatiquement
Direct,72,ULAE Ouverture,FIXE,Stock,J72,=SUM(D72:I72),,,24,À valider métier ; formule non reprise automatiquement
Direct,73,ULAE Clôture,PROJECTION TEMPORELLE,Stock,B73,=B57,,,120,À valider métier ; formule non reprise automatiquement
Direct,74,Variation Per.,IDENTITÉ COMPTABLE,Calcul,B74,=B73-B72,,,132,À valider métier ; formule non reprise automatiquement
Direct,75,Chargement SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,76,Ouverture,FIXE,Stock,B76,=+B65*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,77,Clôture Per.,PROJECTION TEMPORELLE,Stock,B77,=B45*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,78,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B78,=B46*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,79,Variation chargement Per.,IDENTITÉ COMPTABLE,Calcul,B79,=B77,,,120,À valider métier ; formule non reprise automatiquement
Direct,80,Variation chargement Ant.,IDENTITÉ COMPTABLE,Calcul,B80,=B78-B76,,,120,À valider métier ; formule non reprise automatiquement
Direct,82,Chargement SAP,VARIABLE ACTUARIELLE,Stock ou mouvement,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,83,Ouverture,FIXE,Stock,B83,=+B72*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,84,Clôture Per.,PROJECTION TEMPORELLE,Stock,B84,=B52*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,85,Clôture Ant.,PROJECTION TEMPORELLE,Stock,B85,=B53*0.05,,,120,À valider métier ; formule non reprise automatiquement
Direct,86,Variation chargement Per.,IDENTITÉ COMPTABLE,Calcul,B86,=B84,,,120,À valider métier ; formule non reprise automatiquement
Direct,87,Variation chargement Ant.,IDENTITÉ COMPTABLE,Calcul,B87,=B85-B83,,,120,À valider métier ; formule non reprise automatiquement
Direct,89,Variation chargement Per.(SAP+IBNR),IDENTITÉ COMPTABLE,Calcul,B89,=B46-Reass!B45,Reass,,120,À valider métier ; formule non reprise automatiquement
Direct,90,Variation chargement Ant.(SAP+IBNR),IDENTITÉ COMPTABLE,Calcul,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,93,Contrôle,À QUALIFIER,En-tête ou autre,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,96,(sans libellé),À QUALIFIER,En-tête ou autre,B96,=B24-B20,,,120,À valider métier ; formule non reprise automatiquement
Direct,97,(sans libellé),À QUALIFIER,En-tête ou autre,B97,=B25-B21,,,120,À valider métier ; formule non reprise automatiquement
Direct,98,(sans libellé),À QUALIFIER,En-tête ou autre,B98,=B97-B96,,,120,À valider métier ; formule non reprise automatiquement
Direct,101,(sans libellé),À QUALIFIER,En-tête ou autre,C101,=#REF!,REF,,36,À valider métier ; formule non reprise automatiquement
Direct,102,(sans libellé),À QUALIFIER,En-tête ou autre,C102,=#REF!*1000000,REF,,36,À valider métier ; formule non reprise automatiquement
Direct,103,(sans libellé),À QUALIFIER,En-tête ou autre,C103,=C101-C102,,,36,À valider métier ; formule non reprise automatiquement
Direct,109,DAC OUV REC 100%,FIXE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,110,DAC CLO REC 100%,PROJECTION TEMPORELLE,Stock,,,,,0,À valider métier ; formule non reprise automatiquement
Direct,130,(sans libellé),À QUALIFIER,En-tête ou autre,O130,='Direct Local'!L131,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,131,(sans libellé),À QUALIFIER,En-tête ou autre,O131,='Direct Local'!L132,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,132,(sans libellé),À QUALIFIER,En-tête ou autre,O132,='Direct Local'!L133,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,133,(sans libellé),À QUALIFIER,En-tête ou autre,O133,='Direct Local'!L134,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,134,(sans libellé),À QUALIFIER,En-tête ou autre,O134,='Direct Local'!L135,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,135,(sans libellé),À QUALIFIER,En-tête ou autre,O135,='Direct Local'!L136,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,136,(sans libellé),À QUALIFIER,En-tête ou autre,O136,='Direct Local'!L137,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,137,(sans libellé),À QUALIFIER,En-tête ou autre,O137,='Direct Local'!L138,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,138,(sans libellé),À QUALIFIER,En-tête ou autre,O138,='Direct Local'!L139,Direct Local,,112,À valider métier ; formule non reprise automatiquement
Direct,139,(sans libellé),À QUALIFIER,En-tête ou autre,O139,='Direct Local'!L140,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,140,(sans libellé),À QUALIFIER,En-tête ou autre,O140,='Direct Local'!L141,Direct Local,,113,À valider métier ; formule non reprise automatiquement
Direct,141,(sans libellé),À QUALIFIER,En-tête ou autre,O141,='Direct Local'!L142,Direct Local,,113,À valider métier ; formule non reprise automatiquement
